SKU,Localised For,Title,Subtitle,Product Description,Additional Info,Group Picture URL,Picture URL 1,Picture URL 2,Picture URL 3,Picture URL 4,Picture URL 5,Picture URL 6,Picture URL 7,Picture URL 8,Picture URL 9,Picture URL 10,Picture URL 11,Picture URL 12,Picture URL 13,Picture URL 14,Picture URL 15,Picture URL 16,Picture URL 17,Picture URL 18,Picture URL 19,Picture URL 20,Picture URL 21,Picture URL 22,Picture URL 23,Picture URL 24,UPC,ISBN,EAN,MPN,Brand,ePID,Attribute Name 1,Attribute Value 1,Attribute Name 2,Attribute Value 2,Attribute Name 3,Attribute Value 3,Attribute Name 4,Attribute Value 4,Attribute Name 5,Attribute Value 5,Attribute Name 6,Attribute Value 6,Attribute Name 7,Attribute Value 7,Attribute Name 8,Attribute Value 8,Attribute Name 9,Attribute Value 9,Attribute Name 10,Attribute Value 10,Attribute Name 11,Attribute Value 11,Attribute Name 12,Attribute Value 12,Attribute Name 13,Attribute Value 13,Attribute Name 14,Attribute Value 14,Attribute Name 15,Attribute Value 15,Attribute Name 16,Attribute Value 16,Attribute Name 17,Attribute Value 17,Attribute Name 18,Attribute Value 18,Attribute Name 19,Attribute Value 19,Attribute Name 20,Attribute Value 20,Attribute Name 21,Attribute Value 21,Attribute Name 22,Attribute Value 22,Attribute Name 23,Attribute Value 23,Attribute Name 24,Attribute Value 24,Attribute Name 25,Attribute Value 25,Attribute Name 26,Attribute Value 26,Attribute Name 27,Attribute Value 27,Attribute Name 28,Attribute Value 28,Attribute Name 29,Attribute Value 29,Attribute Name 30,Attribute Value 30,Condition,Condition Description,Measurement System,Length,Width,Height,Weight Major,Weight Minor,Package Type,Total Ship To Home Quantity,Channel Id,Category,Shipping Policy,Payment Policy,Return Policy,List Price,Max Quantity Per Buyer,Strikethrough Price,Minimum Advertised Price,Minimum Advertised Price Handling,Store Category Name 1,Store Category Name 2,Sold Off eBay,Sold On eBay,Apply Tax,Tax Category,VAT Percent,Include eBay Product Details,Domestic Shipping P1 Cost,Domestic Shipping P1 Additional Cost,Domestic Shipping P1 Surcharge,Domestic Shipping P2 Cost,Domestic Shipping P2 Additional Cost,Domestic Shipping P2 Surcharge,Domestic Shipping P3 Cost,Domestic Shipping P3 Additional Cost,Domestic Shipping P3 Surcharge,Domestic Shipping P4 Cost,Domestic Shipping P4 Additional Cost,Domestic Shipping P4 Surcharge,International Shipping P1 Cost,International Shipping P1 Additional Cost,International Shipping P1 Surcharge,International Shipping P2 Cost,International Shipping P2 Additional Cost,International Shipping P2 Surcharge,International Shipping P3 Cost,International Shipping P3 Additional Cost,International Shipping P3 Surcharge,International Shipping P4 Cost,International Shipping P4 Additional Cost,International Shipping P4 Surcharge,International Shipping P5 Cost,International Shipping P5 Additional Cost,International Shipping P5 Surcharge,Template Name,Custom Fields,Eligible For eBay Plus,
"SKU-3213392901","de_DE","Nike Zoom Vapor 12 CLY Tennisschuhe Herren Clay schwarz/weiß Größe EU 48.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gebiet",,"Echtheit",,"Motiv",,"Zertifizierung",,"Erhaltungsgrad",,"MICHEL-Nummer",,"MICHEL-Katalogwert",,"Erhaltungszustand",,"Angebotsumfang",,"Expertengeprüft",,"Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3476455542","de_DE","NINTH HALL Sweatshirt Gr. M Unisex Baumwollmischung NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Verschluss",,"Charakter",,"Gewebeart",,"Thema",,"Jahreszeit",,"Futtermaterial",,"Größenkategorie",,"Vintage",,"Textilpflege",,"Muster",,"Aktivität",,"Besonderheiten",,"Produktlinie",,"Akzente",,"Brustumfang",,"Charakter Familie",,"Herstellungsjahr",,"Kompressionsstufe",,"Kompressionszone",,"Pulloverlänge",,"Saumtyp",,"Strickart",,"Anzahl der Einheiten",,"Marke","NINTH HALL","Stil","Casual","Produktart","Sweatshirt","Größe","M","Farbe","Gelb","Ursprungsland",,"Material","Baumwollmischung",,,,,,,,,,,,179983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-1451160096","de_DE","NIU KQi1 Sport E-Scooter – StVZO-konform, 20km/h, 25km Reichweite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Farbe",,"Material",,"Herstellernummer",,"Anzahl der Einheiten",,"Produktart","E-Scooter","Marke","NIU","Besonderheiten","StVZO-konform, Klappbar, Smart Lock, IP54 Wasserdichtigkeit","Modell","KQi1 Sport","Reichweite","Bis zu 25 km","Radgröße","22.9 cm","Leistung","250 W (Nenn), 450 W (Spitze)","Maximales Benutzergewicht","100 kg","Batteriespannung","48 V","Geschwindigkeit","20 km/h","Bremsart","Trommelbremse vorne + Rekuperation","Trittbrett-Breite","14.2 cm","Lenkerhöhe","115.5 cm","Akkuladezeit","5 Stunden","Akkukapazität","243 Wh","Trittbrett-Länge","41.2 cm","Ursprungsland","China","Maßeinheit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,47349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-9014992269","de_DE","NQY Fahrrad Rücklicht Pluto AQY-0117 LED USB wiederaufladbar Schwarz NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Breite",,"Höhe",,"Länge",,"Anzahl der Einheiten",,"Herstellergarantie",,"Maßeinheit",,"Marke","NQY","Glühbirnentyp","LED","Produktart","Rücklicht","Besonderheiten","Wiederaufladbar, Automatischer Schlafmodus","Farbe","Schwarz","Material","Aluminiumlegierung + hochfestes PC-Material","Ursprungsland",,"Vintage","Nein","Herstellernummer","AQY-0117","Modell","AQY-0117","Gewicht","0.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3341294632","de_DE","NRF Ladeluftkühler Vorne für BMW 3er E46 0030119A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herstellergarantie",,"Oberflächenbeschaffenheit",,"Anzahl der Einheiten",,"Vergleichsnummer",,"Hersteller","NRF","Einbauposition","Vorne","Oldtimer-Teil","Ja","Tuning- & Styling-Teil","Ja","Herstellernummer","0030119A","OE/OEM Referenznummer(n)","0030119A","Maßeinheit","Einheit","Ursprungsland","Deutschland","Universelle Kompatibilität","Nein",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3988740005","de_DE","Offgridtec Sammelschiene 8-01-012830 Heavy Duty mit M8/M10 Anschlussbolzen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Größe",,"VESA-Lochmuster",,"Herstellergarantie",,"Herstellungsjahr",,"Marke","Offgridtec","Produktart","Montieren","Herstellernummer","8-01-012830","Besonderheiten","Heavy Duty","Anzahl der Einheiten","1","Maßeinheit","Stück","Ursprungsland",,"Farbe","Schwarz","Markenkompatibilität","Universell","Modellkompatibilität","Universal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-2841208491","de_DE","Olivia Huth: Hilfst du mir? Dann teilen wir! Freundschaft & Teilen ab 3 Jahren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buchreihe",,"Signiert von",,"Literarische Gattung",,"Zielgruppe",,"Ausgabe",,"Literarische Bewegung",,"Vintage",,"Signiert",,"Personalisiert",,"Beschriftet",,"Personalisieren",,"Exlibris",,"Illustrator",,"Epoche",,"Herstellungszeitraum",,"Anzahl der Einheiten",,"Maßeinheit",,"Anleitung für Personalisierung",,"Thematik","Freundschaft","Autor","Olivia Huth","Sprache","Deutsch","Genre","Geschichte","Verlag","Südpol Verlag Gmbh","Erscheinungsjahr","2020","Originalsprache","Deutsch","Format","Gebundene Ausgabe","Ursprungsland",,"Produktart","Bilderbuch","Buchtitel","Meiner!","Besonderheiten",,,,,,,,,,,,,261186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-8344329494","de_DE","Olsson & Jensen Bellac Dunkelgrau Tischleuchte E27, 40W, Modern",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Steuerungsart",,"Stromquelle",,"EEK Spektrum",,"Energieeffizienzklasse",,"Personalisieren",,"Anzahl der Einstellungen",,"Ausgangsspannung",,"Besonderheiten",,"Breite",,"Charakter",,"Charakter Familie",,"Energieverbrauch",,"Farbtemperatur",,"Finish",,"Gütesiegel & Kennzeichnungen",,"Herstellergarantie",,"Herstellungsjahr",,"Höhe",,"Lebensdauer der Glühbirne",,"Lichtfarbe",,"Lichtstrom",,"Länge",,"Muster",,"Produktlinie",,"Schirmform",,"Schutzart",,"Sensorart",,"Stromstärke",,"Thema",,"Anleitung für Personalisierung",,,,,,,,,,,,,112581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7069040223","de_DE","O'Neal Backflip Eclipse V.23 Fullface MTB / Downhill Helm Grau/Neon Gelb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Breite",,"Höhe",,"Länge",,"Anzahl der Einheiten",,"Herstellergarantie",,"Maßeinheit",,"Marke","O'Neal","Produktart","Visier","Farbe","Grau/Neon Gelb","Ursprungsland",,"Abteilung","Unisex Erwachsene","Material","EPS,EPS/ABS","Gewicht","1530g","Herstellernummer","0500-145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7447779999","de_DE","ONLINE Kalligrafie-Set Anfänger und Fortgeschrittene Mehrfarbig NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Herstellernummer",,"Anzahl der Einheiten",,"Produktart","Kalligrapie Set","Marke","ONLINE","Maßeinheit","kg","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-1000000006","de_DE","ONLY SONS Herren Jeansjacke Medium Blue Gr. L Baumwollmischung 22024333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Einheiten",,"Akzente",,"Besonderheiten",,"Bundhöhe",,"Distressed",,"Gewebeart",,"Größenkategorie",,"Handgefertigt",,"Herstellungsjahr",,"Hosenträgerknöpfe/Gürtelschlaufen",,"Muster",,"Personalisiert",,"Produktlinie",,"Schrittlänge",,"Stil",,"Taillenumfang",,"Textilpflege",,"Thema",,"Verschluss",,"Vintage",,"Waschung",,"Abteilung","Herren","Produktart","Jeansjacke","Marke","ONLY & SONS","Herstellernummer","22024333","Maßeinheit","L","Ursprungsland",,"Beinform","Regular Fit","Farbe","Medium Blue","Größe","L",,,,,,,,,,,,78696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-9688561402","de_DE","Oventrop Schrägsitzventil DN50 PN25 G2 Messing 1121016 Gold Y-Schmutzfänger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Einheiten",,"Modell",,"Marke","Oventrop","Produktart","Y-Schmutzfänger","Herstellernummer","1121016","Ursprungsland",,"Maßeinheit","kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-3855746092","de_DE","PARKSIDE Benzin-Rucksack-Kombigerät PBRK 700 A1 1.5kW (2 PS Grün NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Einheiten",,"Maßeinheit",,"Breite",,"Durchmesser",,"Länge",,"Material",,"Oberfläche",,"Farbe","Grün","Marke","PARKSIDE","Herstellernummer","PBRK 700 A1","Ursprungsland",,"Produktart","Benzin-Rucksack-Kombigerät",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-5133324860","de_DE","Patagonia Freizeithemd Gr. L Herren Bio-Baumwolle Salamandergrün NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Original/Reproduktion",,"Jahrzehnt",,"Größenkategorie",,"Herstellernummer",,"Unterbrustumfang",,"Schulterbreite",,"Stil","Freizeithemden","Material","Bio-Baumwolle","Marke","Patagonia","Look",,"Farbe","Salamandergrün","Größe","L","Anlass","Freizeit","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4026350484","de_DE","Patagonia T-Shirt Gr. 24 Herren Recycelte Baumwolle Recyceltes Polyester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Original/Reproduktion",,"Größenkategorie",,"Jahrzehnt",,"Look",,"Design",,"Marke","Patagonia","Ursprungsland",,"Material","Recycelte Baumwolle, Recyceltes Polyester","Größe","24","Herstellernummer","87655","Farbe","Sienna Clay","Anlass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0279594894","de_DE","Patriot Solid State Drive P300P256GM28 256GB m.2 pcie NEU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Produktlinie",,"Besonderheiten",,"Cache",,"Speicherart",,"Anzahl der Einheiten",,"Maßeinheit",,"Herstellergarantie",,"Datenübertragungsrate",,"Schnittstelle","M.2,NVME,PCI Express","Marke","Patriot","Speicherkapazität","256 GB","Formfaktor","M.2 2280","Modell","Patriot P300","Produktart","Interne SSD","Unterstützte Laufwerktypen","SSD (Solid State Drive),Interne SSD","Kompatibel mit","Laptop,PC,Mac","Lesegeschwindigkeit","1700MB/s","Farbe","Schwarz","Schreibgeschwindigkeit","1100 MB/s","Ursprungsland",,"Herstellernummer","P300P256GM28","Breite","22 mm","Höhe","3,8 mm","Länge","80 mm",,,,,,,,,,,,,,,,,,,,,,,,175669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-9317337160","de_DE","PAUDIN Santokumesser",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Produktart",,"Set enthält",,"Muster",,"Anzahl der Teile",,"Anzahl der Stufen",,"Personalisieren",,"Klingenkante",,"Inkludierte Bestandteile",,"Herstellergarantie",,"Herstellernummer",,"Länge",,"Breite",,"Modell",,"Anzahl der Einheiten",,"Maßeinheit",,"Anleitung für Personalisierung",,"Zubereitungsart",,"Marke","PAUDIN","Ursprungsland",,"Material","Edelstahl, Pakkawood","Geeignete Lebensmittel",,"Farbe","Braun, Silber","Griffmaterial",,"Klingenlänge","17 cm","Besonderheiten","Wasserresistent, Ergonomischer Griff, Damast-Optik, Hohlschliff",,,,,,,,,,,,,,,,,,,,,,177005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-8857013241","de_DE","Paul Green Damen Schnürschuhe 2688-00x Softlack Schwarz, Größe 38,5 (US 7,5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Innensohlenmaterial",,"Futtermaterial",,"Schuhschaft-Typ",,"Jahreszeit",,"AU-Schuhgröße",,"UK-Schuhgröße",,"US-Schuhgröße",,"Modell",,"Absatzart",,"Thema",,"Schuhweite",,"Akzente",,"Verschluss",,"Schuhspitze",,"Produktlinie",,"Gewebeart",,"Anlass",,"Muster",,"Plateauhöhe",,"Vintage",,"Wadenweite",,"Personalisieren",,"Individualisiert",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Charakter",,"Herstellernummer",,"Maßeinheit",,"EU-Schuhgröße","38,5","Abteilung","Damen",,,,,,,,,,,,53557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-8367978772","de_DE","Pelikan Farbband Gr. 156 C Correctable für präzise, fehlerfreie Texte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Farbe",,"Material",,"Format",,"Herstellernummer",,"Anzahl der Einheiten",,"Maßeinheit",,"Abmessung",,"Produktart","Farbband","Marke","Pelikan","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-8205373469","de_DE","Penthouse Damen String Ouvert Schwarz Gr. L/xL Hot Getaway",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kompatibel mit",,"Spielerposition",,"Sportart/Aktivität",,"Anzahl der Einheiten",,"Breite",,"Erfahrungsniveau",,"Herstellernummer",,"Länge",,"Produktart","String Ouvert","Marke","PENTHOUSE","Abteilung","Damen","Farbe","Schwarz","Material",,"Modell","Hot Getaway","Ursprungsland",,"Maßeinheit","L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0563915773","de_DE","PENTHOUSE String Open Secret Damen Gr. L/xL Polyamid Schwarz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kompatibel mit",,"Spielerposition",,"Sportart/Aktivität",,"Anzahl der Einheiten",,"Breite",,"Erfahrungsniveau",,"Herstellernummer",,"Länge",,"Produktart","String","Marke","PENTHOUSE","Abteilung","Damen","Farbe","Schwarz","Material","Polyamid","Modell","Open Secret","Ursprungsland",,"Maßeinheit","L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-9988960743","de_DE","Pepe Jeans London W Albal Damen Sneaker Elegant Gold / Beige NEU OVP Gr. 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Produktlinie",,"Modell",,"UK-Schuhgröße",,"US-Schuhgröße",,"Charakter",,"Schuhschaft-Typ",,"Akzente",,"Gewebeart",,"Produktart",,"Aktivität",,"Muster",,"Erscheinungsjahr",,"Herstellungsjahr",,"Stollentyp",,"Vintage",,"Signiert",,"Herstellernummer",,"Individualisiert",,"Anzahl der Einheiten",,"Maßeinheit",,"Pronation",,"EU-Schuhgröße","40","Marke","Pepe Jeans","Abteilung","Damen","Stil","Sneaker","Farbe","Beige","Obermaterial","Synthetik","Innensohlenmaterial","Synthetik","Futtermaterial","Synthetik","Laufsohlenmaterial","Synthetik",,,,,,,,,,,,95672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7514362439","de_DE","Philips Airfryer 3000 Series NA331/00 6,2L Heißluftfritteuse Digital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Öl-Fassungsvermögen",,"Anzahl der Scheiben",,"Anzahl der Bleche",,"Stromquelle",,"Herstellergarantie",,"Set enthält",,"Gedeck für",,"Minimale Temperatur",,"Anzahl der Einheiten",,"Marke","Philips","Produktart","Heißluftfritteuse","Anzahl der Einstellungen/Programme","Vorprogrammiert","Material","Kunststoff, Metall","Farbe","Schwarz","Leistung","1700 Watt","Bestandteile inbegriffen",,"Besonderheiten","Timer, Temperaturregelung, Antihaftbeschichtung","Modell","NA331/00","Breite","15,0 cm","Tiefe","xx cm","Spannung","220-240 V","Ursprungsland","DE","Maximale Temperatur","200","Höhe","xx cm","Herstellernummer","NA331/00","Gewicht","5600","Maximale Timerzeit","60 Minuten","Maßeinheit",,,,,,,,,,,,,,,,,185033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-1423771699","de_DE","Piaggio Keilriemen Antrieb für Piaggio MP3 530 HPE 1A020495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Einbauposition",,"Maßeinheit",,"Oldtimer-Teil",,"Oberflächenbeschaffenheit",,"Tuning- & Styling-Teil",,"Personalisieren",,"Universelle Kompatibilität",,"Herstellergarantie",,"OE/OEM Referenznummer(n)",,"Anleitung für Personalisierung",,"Vergleichsnummer",,"Hersteller","Piaggio","Ursprungsland",,"Herstellernummer","102C-510","Anzahl der Einheiten","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-4641833225","de_DE","Pierburg Luftmassenmesser 7.22184.39.0 für AUDI VW Porsche - Original Qualität",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Im Lieferumfang enthalten",,"Einbauposition",,"Schlüsselweite",,"Anschlusstyp",,"Herstellergarantie",,"Breite",,"Durchmesser",,"Gewicht",,"Gewindedurchmesser",,"Höhe",,"Länge",,"Montageart",,"Oldtimer-Teil",,"Tuning- & Styling-Teil",,"Universelle Kompatibilität",,"Vergleichsnummer",,"Hersteller","Pierburg","Anzahl der Kabel","5","Anzahl der Sensoren","1","Produktart","Sensor","Sensorart","Luftmassensensor","Steckertyp","Stecker","Material",,"Ursprungsland",,"Besonderheiten",,"Herstellernummer","7.22184.39.0","OE/OEM Referenznummer(n)","059 906 461 N","Steckerfarbe",,,,,,,,,,,,,,,,,33557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0231755176","de_DE","PME Legend Cargohose PTR2408602-6416 Herren 98% Baumwolle 2% Elasthan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Größe",,"Anzahl der Einheiten",,"Maßeinheit",,"Akzente",,"Bundhöhe",,"Gewebeart",,"Größenkategorie",,"Herstellungsjahr",,"Hosenträgerknöpfe/Gürtelschlaufen",,"Jahreszeit",,"Muster",,"Personalisiert",,"Produktlinie",,"Schrittlänge",,"Taillenumfang",,"Thema",,"Verschluss",,"Vintage",,"Marke","PME Legend","Herstellernummer","PTR2408602-6416","Ursprungsland",,"Abteilung","Herren","Anlass","Freizeit","Beinform","Tapered Fit","Besonderheiten",,"Farbe","Olivgrün","Material","98% Baumwolle, 2% Elasthan","Modell","Nordrop Cargo","Passform","Tapered Fit","Stil","Cargo",,,,,,,,,,,,65415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-6508368269","de_DE","PME Legend Cargohose PTR2408602-6416 Herren Gr. W33 L32 Stretch Twill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Einheiten",,"Maßeinheit",,"Akzente",,"Bundhöhe",,"Größenkategorie",,"Herstellungsjahr",,"Hosenträgerknöpfe/Gürtelschlaufen",,"Jahreszeit",,"Personalisiert",,"Produktlinie",,"Schrittlänge",,"Taillenumfang",,"Textilpflege",,"Thema",,"Verschluss",,"Vintage",,"Größe","W33 L32","Marke","PME Legend","Herstellernummer","PTR2408602-6416","Ursprungsland",,"Abteilung","Herren","Anlass","Freizeit","Beinform","Tapered Fit","Besonderheiten","Taschen","Farbe","Travertine","Gewebeart","Twill","Material","Stretch Twill","Modell","Nordrop Cargo","Muster","Ohne Muster","Passform","Tapered Fit",,,,,,,,,,,,65415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-9543142444","de_DE","PME Legend Erwachsene Cargohose Olivgrün Gr. W34 L32 Stretch Twill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marke","PME Legend","Farbe","Olivgrün","Geschlecht","Herren","Größe","W34 L32","Material","Stretch Twill","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0606185267","de_DE","PME Legend Herren Cargohose NORDROP Olivgrün Stretch Twill W30 L32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gewebeart",,"Thema",,"Bundfalte",,"Produktlinie",,"Größenkategorie",,"Akzente",,"Vintage",,"Textilpflege",,"Personalisieren",,"Handgefertigt",,"Anleitung für Personalisierung",,"Anzahl der Einheiten",,"Maßeinheit",,"Abteilung","Herren","Größe","W30/L32","Marke","PME Legend","Stil","Cargo","Produktart","Cargohose","Farbe","Olivgrün","Material","Stretch Twill","Taillenumfang","32 in","Besonderheiten","UV-Schutz","Passform","Regular","Jahreszeit","Ganzjährig","Muster","Uni","Ursprungsland",,"Anlass","Freizeit","Beinform","Gerade","Verschluss","Reißverschluss, Knopf","Modell","NORDROP",,,,,,,,,,,,57989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-0167269441","de_DE","PME Legend Herren Cargohose olive night Baumwolle Elasthan PTR2408602-6416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Größe",,"Marke","PME Legend","Farbe","olive night","Geschlecht","Herren","Material","Baumwolle, Elasthan","Ursprungsland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKU-7167329167","de_DE","PME Legend Herren Cargohose Olive Night Gr. W34 L34 Stretch Twill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anzahl der Einheiten",,"Maßeinheit",,"Größenkategorie",,"Herstellungsjahr",,"Hosenträgerknöpfe/Gürtelschlaufen",,"Jahreszeit",,"Muster",,"Produktlinie",,"Schrittlänge",,"Taillenumfang",,"Textilpflege",,"Thema",,"Größe","W34 L34","Marke","PME Legend","Herstellernummer","PTR2408602-6416","Ursprungsland",,"Abteilung","Herren","Akzente",,"Anlass","Freizeit","Beinform","Tapered Fit","Besonderheiten","Anti-UV","Bundhöhe","Mittel","Farbe","Olive Night","Gewebeart","Twill","Material","Stretch Twill","Modell","Nordrop Cargo","Passform","Tapered Fit","Personalisiert","Nein","Stil","Cargo","Verschluss",,,,,,,,,,,,,65415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
